clean_text,category
will scam like loan waiver farmers states where congress has come power but now the people who have been fooled congress know that they wont get any benefit from this schemes and just for temporary happiness only modi can eliminate poverty,1
whether ’ public debate elite institution india’ classist underbelly does not hide essential reading the cringy elitist reponse the bjps farcical campaign slogal,-1
senior journalist tavleen singh thinks modi failed create jobs ,-1
not bhakt hard working engineering professional show proof modi promising put 15lac account simply let not take sides any party and start labeling all bhakts,1
"could you please explain how poor will identified and what will average amount total impact budget and funding
you will use account opened during modi govt congress making fun that time this scheme will increase corruption nothing else",-1
seems that all modi supporters are feeling jittery after pappus fake scheme you need calm down needs ask just once people india has pappu given 10k the people and despite being voted power dont take indians fools,-1
"modi gave infrastructure roads railways airports indians highest rate
modi gave gas cylinders electricity connection gandhan bank account house shauchaalaya poor for free
modi gave mudra loan made them skilled rahul gandhi promised 72k poor checkmate",1
madhavan quoting the twitter verified celebs who questioning his disciplined gesture towards modi maddy knows baki kaam troll army karengey,0
⚠️⚠️⚠️⚠️ attention⚠️⚠️⚠️⚠️ save india from hyper inflation which the country venezuela facing now must stop from implementing this scheme just read about venezuela hate modi its okay but think  ,-1
whose fathers money modi allowed all the sundry modies and other gujratees fly with out country ,1
same modi tactics both these terrorists are two sides coin,0
thoughts about modi ,0
"india had india would not have been fighting for but 2014
moral now now instead where you are afraid you can fight from karachi ",-1
chowkidar another drama modi ,0
per you the jobs that was promised modi had provided rahul gandhiwill you now please take long nap without your regular snoring,-1
gujarat model code conduct attention election commission after railway tickets now air india boarding pass bears pics modi wonder why are wasting public money this election commission which doesnt see hear speak via ,0
modi didnt tell them his hate speeches did condemn that act goons goons whether congress bjp,-1
rohit ाा citizens tha modi nahi getting accounts opened hook crook not big deal but the real empowerment matters bas hoga dead gye accounts activate jaayenge with empowerment,0
towards new india modi has initiated with startupindia nobody has ever thought before what modiji doing gir the country ,1
